"","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"XM_022480586.1",129,183,227,169,274,245,125,303,225,162,218
"XM_022480598.1",0,47,53,52,69,20,14,121,44,54,23
"XM_022480600.1",202,353,492,430,469,620,176,321,345,363,160
"XM_022480617.1",18,40,38,48,0,41,57,85,81,61,44
"XM_022480620.1",0,229,203,200,216,189,338,464,255,352,166
"XM_022480626.1",647,900,1324,1380,2106,1630,1409,2998,1294,1584,1109
"XM_022480669.1",74,164,163,174,169,171,177,307,213,245,145
"XM_022480743.1",151,221,273,362,227,246,191,200,247,256,148
"XM_022480756.1",0,171,91,88,107,0,212,471,137,82,93
"XM_022480758.1",426,381,879,723,632,1002,228,228,601,401,354
"XM_022480761.1",0,64,77,32,70,0,58,35,29,65,0
"XM_022480789.1",0,61,19,17,27,21,19,50,55,57,17
"XM_022480803.1",44,94,117,63,93,87,59,78,92,81,82
"XM_022480804.1",0,55,56,0,67,62,48,22,60,61,0
"XM_022480814.1",0,44,18,19,36,17,48,56,49,58,20
"XM_022480828.1",123,211,281,316,422,279,391,537,340,425,317
"XM_022480834.1",1259,2675,3191,2889,2956,3136,2102,2648,3634,2819,2242
"XM_022480838.1",51,57,81,83,95,91,69,92,78,81,73
"XM_022480849.1",26,75,78,72,66,93,44,88,63,57,55
"XM_022480853.1",18,47,56,54,97,41,43,119,19,75,65
"XM_022480854.1",0,39,20,0,60,28,41,146,28,78,47
"XM_022480859.1",0,475,199,338,390,211,0,251,351,473,120
"XM_022480886.1",0,64,48,60,78,53,60,109,78,58,0
"XM_022480905.1",0,0,46,33,34,21,0,75,52,43,20
"XM_022480907.1",0,0,0,141,223,136,247,508,169,213,163
"XM_022480908.1",0,70,0,54,140,0,197,390,58,175,0
"XM_022480914.1",174,167,239,405,301,580,24,75,27,53,0
"XM_022480915.1",0,0,21,0,21,20,0,53,52,47,0
"XM_022480922.1",0,0,0,36,83,31,0,156,31,75,32
"XM_022480927.1",175,2310,555,435,1309,625,460,2254,2197,3204,1028
"XM_022480929.1",887,1111,1695,1373,686,1838,2225,1771,1312,567,663
"XM_022480934.1",0,154,137,145,156,56,111,162,135,194,0
"XM_022481031.1",0,51,66,88,96,62,48,19,57,71,27
"XM_022481043.1",0,33,59,51,62,60,22,86,60,75,33
"XM_022481046.1",0,0,0,70,55,65,61,95,53,40,52
"XM_022481054.1",0,291,317,485,639,377,692,1194,471,608,328
"XM_022481062.1",70,88,158,268,298,63,0,0,0,0,0
"XM_022481078.1",0,0,0,33,72,0,98,204,80,100,32
"XM_022481094.1",0,223,230,216,256,206,195,372,223,283,86
"XM_022481095.1",0,191,193,179,205,180,177,262,194,238,72
"XM_022481096.1",0,148,124,125,198,140,283,550,188,226,151
"XM_022481121.1",0,12,0,14,41,14,13,30,13,18,17
"XM_022481122.1",0,0,0,0,22,0,18,13,22,37,13
"XM_022481123.1",107,156,223,235,322,174,233,301,214,251,186
"XM_022481124.1",0,0,26,0,29,0,30,67,60,59,0
"XM_022481126.1",0,77,99,33,64,63,77,193,29,62,0
"XM_022481136.1",62,79,78,78,62,105,75,28,92,85,64
"XM_022481146.1",55,173,172,202,222,209,254,597,165,239,172
"XM_022481206.1",64,159,149,106,138,140,82,151,163,155,74
"XM_022481216.1",0,32,25,0,0,73,26,112,29,0,0
"XM_022481226.1",44,117,106,119,144,103,120,303,150,208,132
"XM_022481231.1",14,0,20,46,54,37,26,88,55,37,17
"XM_022481236.1",53,54,92,59,74,56,64,71,89,91,64
"XM_022481239.1",131,239,270,409,573,331,610,1408,246,431,351
"XM_022481243.1",93,138,121,92,128,141,102,202,108,123,106
"XM_022481245.1",0,15,14,16,33,35,46,55,46,51,14
"XM_022481264.1",0,0,0,28,86,0,115,252,41,108,82
"XM_022481275.1",0,0,19,0,16,30,0,46,39,30,39
"XM_022481276.1",162,346,283,194,290,296,247,539,300,417,230
"XM_022481278.1",47,119,90,72,89,87,124,235,73,119,120
"XM_022481281.1",0,173,152,0,210,172,85,256,0,157,0
"XM_022481325.1",48,113,114,125,143,81,108,135,123,140,93
"XM_022481326.1",65,56,100,71,94,95,22,56,28,47,22
"XM_022481329.1",77,188,177,173,198,139,148,210,125,194,135
"XM_022481339.1",0,14,15,0,20,13,0,36,15,0,0
"XM_022481367.1",92,392,408,366,538,375,389,639,389,478,369
"XM_022481399.1",15,47,34,35,59,50,37,74,49,41,28
"XM_022481452.1",0,0,22,35,33,19,0,63,38,32,0
"XM_022481453.1",0,17,0,39,45,0,47,74,15,46,17
"XM_022481454.1",96,75,117,148,101,69,87,159,131,127,136
"XM_022481458.1",41,81,102,93,99,73,73,129,108,88,73
"XM_022481460.1",0,0,19,37,30,61,23,95,57,57,56
"XM_022481480.1",36,95,102,51,89,56,69,74,92,86,44
"XM_022481481.1",13,21,33,0,0,24,27,91,25,32,32
"XM_022481483.1",9,11,16,0,9,23,0,0,13,0,0
"XM_022481531.1",168,628,190,73,81,182,120,156,457,509,154
"XM_022481586.1",220,418,468,469,558,468,319,635,332,406,255
"XM_022481588.1",504,414,1019,1211,1053,779,760,603,662,761,660
"XM_022481594.1",264,531,490,429,601,451,362,838,383,534,324
"XM_022481632.1",0,37,41,26,61,56,56,75,76,56,50
"XM_022481634.1",0,28,0,39,74,56,47,138,62,83,50
"XM_022481638.1",0,20,0,26,21,0,0,0,43,60,24
"XM_022481641.1",0,54,25,40,57,18,53,87,46,57,21
"XM_022481642.1",752,1598,1689,1040,1360,1533,1649,3547,1295,1412,1217
"XM_022481681.1",30,45,64,64,63,33,57,98,80,91,50
"XM_022481682.1",0,177,168,164,128,0,0,142,183,182,125
"XM_022481686.1",0,22,32,13,14,21,16,14,18,0,0
"XM_022481690.1",80,197,204,212,268,221,133,160,170,197,110
"XM_022481692.1",0,28,57,22,72,0,25,83,51,62,22
"XM_022481698.1",0,44,48,74,72,49,47,81,71,62,40
"XM_022481715.1",55,165,183,97,121,153,119,128,91,119,81
"XM_022481718.1",68,197,221,196,302,267,277,514,198,260,94
"XM_022481737.1",0,117,149,251,278,164,150,186,198,255,161
"XM_022481741.1",0,147,183,171,212,178,155,308,199,205,150
"XM_022481744.1",29,35,88,84,71,93,64,78,92,57,50
"XM_022481754.1",43,73,95,42,59,73,39,67,92,55,52
"XM_022481764.1",0,300,283,395,386,365,0,220,240,260,0
"XM_022481809.1",0,0,21,0,48,0,23,96,0,70,20
"XM_022481818.1",78,141,229,184,226,178,204,227,188,206,168
"XM_022481820.1",67,0,83,16,21,32,149,148,17,41,40
"XM_022481822.1",25,107,89,124,156,192,203,264,177,142,170
"XM_022481823.1",0,49,0,19,14,0,0,0,40,68,0
"XM_022481846.1",180,155,331,345,193,269,288,448,467,450,331
"XM_022481851.1",90,324,239,200,210,213,241,354,131,173,43
"XM_022481852.1",87,131,151,221,256,197,232,264,233,209,182
"XM_022481863.1",165,390,354,388,437,383,219,428,459,446,265
"XM_022481867.1",0,0,40,25,28,22,25,47,59,49,0
"XM_022481882.1",0,22,56,23,29,50,0,0,24,31,0
"XM_022481884.1",27,79,72,68,107,65,79,139,104,98,86
"XM_022481890.1",0,39,0,14,49,15,0,72,0,13,21
"XM_022481897.1",97,105,163,196,183,217,104,90,137,127,77
"XM_022481922.1",79,187,159,189,185,182,201,355,220,267,160
"XM_022481937.1",0,58,0,50,0,0,0,100,57,115,0
"XM_022481954.1",0,67,21,46,78,48,89,104,89,80,51
"XM_022481955.1",17,37,62,55,95,53,72,92,60,56,65
"XM_022481966.1",0,0,20,0,26,0,60,133,26,43,22
"XM_022481998.1",988,1889,1966,1786,2222,2244,1164,1335,1689,2140,1314
"XM_022482002.1",0,0,0,22,21,0,43,18,16,59,16
"XM_022482005.1",0,40,44,0,40,45,0,70,0,18,0
"XM_022482009.1",393,292,576,650,681,358,349,373,569,619,508
"XM_022482017.1",72,134,181,237,357,188,253,478,355,338,241
"XM_022482035.1",0,36,0,0,26,29,0,74,61,57,0
"XM_022482071.1",228,380,354,212,514,860,41,290,255,465,472
"XM_022482072.1",0,515,353,229,174,186,126,0,256,228,0
"XM_022482073.1",62,102,361,72,254,226,135,0,64,55,0
"XM_022482113.1",0,0,79,112,79,29,0,0,119,97,76
"XM_022482142.1",0,0,45,19,45,58,40,114,19,47,0
"XM_022482147.1",0,18,26,43,43,18,67,55,51,57,17
"XM_022482167.1",35,67,74,70,92,90,70,107,70,89,56
"XM_022482199.1",394,499,745,586,895,698,719,1447,644,631,573
"XM_022482204.1",0,76,80,71,85,75,90,136,88,95,55
"XM_022482207.1",42,43,0,0,50,108,0,130,0,0,0
"XM_022482226.1",0,54,108,83,43,0,0,0,102,98,43
"XM_022482285.1",0,50,98,97,129,103,143,253,121,158,101
"XM_022482286.1",44,85,56,34,59,49,46,71,53,48,35
"XM_022482295.1",0,62,0,0,131,0,0,139,71,74,0
"XM_022482307.1",607,878,1505,931,990,959,792,885,756,1041,796
"XM_022482319.1",0,0,18,16,26,46,62,155,0,63,21
"XM_022482332.1",0,28,28,54,73,0,33,73,83,74,64
"XM_022482335.1",0,0,28,41,51,33,71,157,110,79,55
"XM_022482338.1",396,1063,1158,872,1140,834,631,1187,1100,912,636
"XM_022482347.1",0,109,127,118,188,119,179,205,144,164,101
"XM_022482365.1",29,87,82,85,134,85,154,246,95,124,77
"XM_022482376.1",11,29,43,31,49,42,26,40,48,54,37
"XM_022482384.1",1800,3288,3108,2925,3340,2907,2429,3540,3522,3488,2344
"XM_022482407.1",326,480,658,607,840,663,475,593,643,660,525
"XM_022482408.1",0,19,19,38,19,38,0,0,0,0,0
"XM_022482414.1",89,186,173,200,183,247,156,295,228,243,132
"XM_022482417.1",63,217,244,223,0,97,216,182,220,233,86
"XM_022482426.1",0,0,0,0,186,149,0,166,80,67,79
"XM_022482446.1",0,76,0,0,76,69,110,345,162,161,0
"XM_022482483.1",0,0,35,51,53,20,35,104,70,59,44
"XM_022482487.1",0,63,37,0,0,28,64,58,0,69,0
"XM_022482488.1",0,132,123,49,138,141,51,258,120,140,58
"XM_022482517.1",2293,5917,5973,4042,6105,5058,2981,4108,6146,6978,4008
"XM_022482527.1",63,108,102,133,193,133,219,292,196,224,159
"XM_022482530.1",1311,3900,2187,3926,3352,3016,3276,3821,3271,4548,2868
"XM_022482550.1",0,173,184,188,215,206,81,316,168,199,77
"XM_022482561.1",0,19,16,40,52,35,28,41,40,49,0
"XM_022482580.1",20,0,29,56,63,62,21,31,25,0,0
"XM_022482600.1",0,37,55,59,60,48,74,116,63,52,59
"XM_022482615.1",0,0,28,0,52,0,0,63,52,62,0
"XM_022482635.1",81,101,167,121,174,175,89,144,133,134,88
"XM_022482651.1",0,70,56,52,35,61,0,0,25,16,11
"XM_022482666.1",17,59,63,66,127,55,77,202,79,98,97
"XM_022482685.1",96,175,228,146,320,111,25,25,68,133,42
"XM_022482686.1",72,157,230,200,322,181,110,228,89,130,62
"XM_022482687.1",122,172,328,244,457,132,37,63,113,160,78
"XM_022482725.1",43,217,158,57,58,84,60,92,53,63,45
"XM_022482726.1",0,22,19,0,20,0,20,0,0,19,16
"XM_022482729.1",0,221,190,170,237,196,287,430,205,241,150
"XM_022482732.1",0,0,0,8,15,8,8,25,16,8,0
"XM_022482736.1",0,201,214,203,253,106,90,243,0,237,0
"XM_022482748.1",221,180,785,317,321,258,217,438,170,195,120
"XM_022482753.1",0,172,137,133,159,54,111,147,152,201,64
"XM_022482777.1",483,457,711,402,272,412,67,103,135,116,99
"XM_022482782.1",176,276,381,343,326,423,320,392,274,319,209
"XM_022482785.1",115,176,161,149,184,163,124,193,170,224,131
"XM_022482789.1",0,127,126,0,130,129,61,230,65,186,0
"XM_022482813.1",64,104,185,169,161,281,29,16,0,0,19
"XM_022482836.1",52,117,131,85,123,261,119,102,104,194,54
"XM_022482837.1",61,138,131,111,101,0,0,123,94,0,62
"XM_022482840.1",0,13,44,0,33,18,0,67,18,13,0
"XM_022482845.1",665,904,1078,908,864,827,909,1021,971,1054,530
"XM_022482846.1",187,345,391,429,595,412,458,837,373,517,414
"XM_022482847.1",845,1122,1680,1410,1553,1568,1709,2541,1657,1815,1118
"XM_022482859.1",25,69,82,102,125,108,170,332,42,141,135
"XM_022482862.1",0,44,0,65,74,36,81,123,72,92,0
"XM_022482886.1",60,83,91,104,84,106,55,116,99,102,66
"XM_022482889.1",0,14,15,17,45,23,69,70,18,57,38
"XM_022482891.1",0,0,14,32,36,14,0,0,14,13,14
"XM_022482955.1",0,0,152,73,163,74,171,299,153,196,74
"XM_022482969.1",0,262,0,0,270,145,156,334,287,127,0
"XM_022482980.1",81,180,196,192,239,148,151,229,195,259,147
"XM_022482981.1",168,411,302,352,407,374,460,792,347,571,306
"XM_022482988.1",0,0,23,28,36,24,25,54,25,35,26
"XM_022482989.1",38,67,85,78,123,91,80,158,106,92,91
"XM_022483001.1",123,291,181,140,210,168,207,379,161,276,164
"XM_022483013.1",0,44,104,112,138,88,167,356,133,179,114
"XM_022483026.1",14,42,39,38,48,22,53,94,43,74,46
"XM_022483027.1",18,74,62,56,71,59,88,106,48,76,41
"XM_022483040.1",0,218,215,220,268,249,232,404,225,286,127
"XM_022483060.1",35,109,108,126,743,109,172,365,130,236,134
"XM_022483067.1",0,149,67,131,224,78,204,419,151,207,151
"XM_022483102.1",55,54,63,0,42,42,32,35,16,28,0
"XM_022483103.1",110,135,159,279,371,186,294,354,289,324,231
"XM_022483110.1",0,45,137,133,181,135,143,226,142,149,113
"XM_022483123.1",0,147,71,0,166,0,0,185,158,176,0
"XM_022483129.1",0,0,129,0,143,133,71,239,0,167,0
"XM_022483138.1",0,78,125,87,71,81,0,95,30,0,0
"XM_022483150.1",0,152,125,55,142,129,141,215,163,197,120
"XM_022483152.1",0,129,0,0,53,109,0,51,124,121,0
"XM_022483163.1",44,73,39,37,175,56,51,259,69,43,83
"XM_022483169.1",231,323,473,461,561,285,789,683,209,361,615
"XM_022483170.1",0,0,90,0,73,48,0,146,51,72,0
"XM_022483171.1",139,201,253,262,315,184,399,311,126,206,403
"XM_022483174.1",17,0,57,25,0,35,0,0,19,0,0
"XM_022483195.1",44,70,92,150,125,89,115,126,147,149,88
"XM_022483208.1",18,71,43,119,73,30,47,0,46,99,78
"XM_022483215.1",0,0,0,0,123,0,114,357,109,246,0
"XM_022483216.1",0,45,27,19,34,35,49,48,0,19,33
"XM_022483230.1",43,58,105,182,190,100,44,47,101,0,0
"XM_022483231.1",40,65,104,46,176,103,60,60,83,186,94
"XM_022483244.1",144,290,305,313,525,367,375,647,251,335,197
"XM_022483250.1",0,0,0,0,0,0,27,81,132,140,92
"XM_022483266.1",82,137,117,166,210,134,222,367,195,222,152
"XM_022483275.1",14,32,42,32,65,38,35,82,49,38,39
"XM_022483279.1",0,0,35,36,81,0,0,33,80,96,90
"XM_022483281.1",11,12,48,23,48,18,40,51,63,63,27
"XM_022483290.1",0,0,11,11,35,17,11,51,30,31,0
"XM_022483302.1",2552,3196,5024,4008,4253,4136,3525,5147,3966,4656,2327
"XM_022483337.1",68,178,227,230,358,192,227,449,271,363,207
"XM_022483343.1",15,24,64,51,60,42,15,0,62,58,50
"XM_022483345.1",73,78,86,93,78,128,120,87,112,96,69
"XM_022483351.1",300,387,657,1196,966,852,889,1086,782,923,566
"XM_022483407.1",0,76,44,86,114,96,69,185,74,108,97
"XM_022483409.1",60,310,298,271,308,242,221,357,324,390,210
"XM_022483423.1",0,170,76,53,211,66,124,273,146,167,53
"XM_022483425.1",0,176,169,149,208,194,166,414,189,219,70
"XM_022483445.1",176,321,351,317,405,315,325,641,300,430,245
"XM_022483454.1",0,0,0,64,103,0,70,211,102,113,54
"XM_022483456.1",0,45,37,18,41,36,49,161,33,49,46
"XM_022483457.1",775,32,3878,848,819,397,0,0,105,17,0
"XM_022483476.1",0,0,23,25,26,21,44,68,28,50,26
"XM_022483479.1",0,277,274,224,328,282,299,446,260,342,214
"XM_022483490.1",0,0,0,117,0,102,113,0,121,230,0
"XM_022483505.1",164,339,460,358,413,482,290,737,557,598,309
"XM_022483523.1",19,56,58,68,107,33,120,149,84,105,80
"XM_022483536.1",62,0,95,104,108,68,76,61,0,31,40
"XM_022483537.1",0,55,0,51,46,47,0,0,51,123,0
"XM_022483539.1",0,162,166,136,257,80,149,265,164,209,241
"XM_022483579.1",0,94,108,69,93,74,103,107,101,142,69
"XM_022483582.1",3316,6380,6803,6173,6747,6328,5353,6415,7927,6967,5270
"XM_022483590.1",0,0,46,50,53,61,71,94,43,62,24
"XM_022483611.1",0,31,0,0,0,29,0,102,64,75,0
"XM_022483619.1",1630,3235,3013,3444,3166,3802,2304,2860,2257,2623,1795
"XM_022483620.1",518,437,1282,1150,1363,1377,487,741,1007,1095,686
"XM_022483637.1",226,584,563,743,912,613,881,1474,765,981,552
"XM_022483639.1",183,257,366,369,371,278,275,466,461,503,233
"XM_022483643.1",0,0,133,125,358,137,0,383,0,0,0
"XM_022483647.1",1193,1382,1359,3116,3432,3492,1808,3130,3033,2659,1467
"XM_022483650.1",280,685,597,699,781,672,772,1368,660,843,607
"XM_022483660.1",83,77,126,144,157,103,100,143,151,129,104
"XM_022483667.1",0,31,32,0,38,31,0,164,29,37,0
"XM_022483676.1",54,54,88,62,50,77,26,12,63,18,18
"XM_022483682.1",44,92,117,155,173,118,150,232,146,198,111
"XM_022483683.1",31,31,41,82,39,54,54,61,82,55,40
"XM_022483692.1",1347,3198,2970,2677,3417,3097,2970,3555,3240,3788,1728
"XM_022483705.1",0,104,119,71,115,91,77,113,118,126,70
"XM_022483753.1",0,0,21,0,0,51,19,65,46,71,23
"XM_022483791.1",31,115,73,63,124,67,26,0,59,60,91
"XM_022483797.1",0,152,102,80,98,117,110,156,129,111,34
"XM_022483812.1",185,514,492,691,777,542,761,1393,666,825,524
"XM_022483826.1",91,229,201,196,269,201,169,314,161,223,171
"XM_022483827.1",0,206,91,195,201,93,91,290,167,221,0
"XM_022483842.1",659,700,1047,801,725,1138,773,602,496,891,275
"XM_022483859.1",0,22,32,72,75,24,58,120,50,56,42
"XM_022483867.1",0,42,95,91,114,48,145,256,111,147,48
"XM_022483870.1",0,194,94,164,168,232,79,220,191,259,0
"XM_022483879.1",114,117,317,424,407,353,269,287,234,430,229
"XM_022483901.1",0,134,121,136,169,75,92,43,137,209,122
"XM_022483907.1",0,312,305,267,358,321,186,335,331,304,197
"XM_022483910.1",0,76,163,65,154,155,42,200,194,179,87
"XM_022483915.1",48,60,70,60,87,60,62,140,49,79,28
"XM_022483919.1",0,22,0,21,56,19,46,96,37,49,57
"XM_022483931.1",130,254,247,233,245,125,166,213,245,295,191
"XM_022483947.1",0,185,183,109,55,132,114,155,112,145,108
"XM_022483954.1",57,241,219,172,205,150,314,336,135,231,145
"XM_022483970.1",108,262,299,216,197,194,123,219,328,234,187
"XM_022483980.1",25,68,118,84,72,105,58,154,225,133,85
"XM_022484013.1",445,1041,1238,1208,1639,1438,913,1598,1292,1515,750
"XM_022484022.1",0,132,94,43,92,40,0,0,105,129,41
"XM_022484030.1",89,72,161,105,105,113,0,70,46,39,0
"XM_022484034.1",205,351,331,329,429,332,328,676,312,446,273
"XM_022484035.1",0,232,98,98,227,0,0,441,0,201,90
"XM_022484049.1",0,181,171,203,194,193,158,225,178,206,150
"XM_022484055.1",0,144,167,168,215,173,241,395,161,253,136
"XM_022484062.1",0,129,77,121,131,151,0,119,138,133,0
"XM_022484064.1",0,254,224,121,120,244,169,362,105,363,181
"XM_022484085.1",84,161,179,62,80,158,90,156,218,183,90
"XM_022484087.1",41,108,82,74,92,99,161,246,128,128,101
"XM_022484104.1",0,84,96,84,79,77,74,147,106,110,73
"XM_022484147.1",0,41,36,43,29,44,53,92,60,48,31
"XM_022484157.1",803,1018,1631,1526,1214,3191,696,1094,591,693,475
"XM_022484191.1",77,0,112,0,0,136,0,0,0,121,84
"XM_022484228.1",114,377,283,352,345,362,285,359,450,379,149
"XM_022484235.1",321,762,665,560,754,721,698,1271,937,1118,631
"XM_022484239.1",0,0,0,0,0,0,212,438,93,229,96
"XM_022484268.1",0,143,156,126,195,156,165,346,134,189,56
"XM_022484273.1",0,0,36,69,88,70,87,140,70,80,32
"XM_022484286.1",92,207,172,157,132,238,143,220,312,333,159
"XM_022484306.1",0,0,63,111,167,57,0,256,0,72,0
"XM_022484313.1",0,0,40,51,77,40,55,72,83,59,58
"XM_022484315.1",11,26,39,33,53,11,9,31,22,42,27
"XM_022484328.1",47,51,92,105,107,84,101,124,118,139,127
"XM_022484348.1",0,0,0,0,0,0,20,27,22,57,21
"XM_022484350.1",30,71,71,86,82,73,60,57,76,73,52
"XM_022484366.1",53,117,114,117,142,100,84,214,105,137,80
"XM_022484375.1",0,35,45,48,37,19,11,0,63,45,0
"XM_022484376.1",0,0,17,0,15,16,0,0,38,17,0
"XM_022484389.1",159,222,244,256,450,338,352,544,130,251,164
"XM_022484396.1",0,112,68,0,135,60,0,104,135,149,60
"XM_022484420.1",757,1378,1649,1781,2199,1439,1547,2747,1913,2372,1523
"XM_022484424.1",0,0,35,30,91,29,76,93,27,33,0
"XM_022484425.1",0,0,0,12,15,0,30,44,14,18,12
"XM_022484482.1",0,3120,1698,787,1888,830,1043,1124,1822,2060,1345
"XM_022484502.1",0,87,119,116,147,88,170,364,136,187,117
"XM_022484518.1",0,0,0,0,0,21,61,50,48,39,0
"XM_022484534.1",0,134,136,113,170,109,135,241,164,192,111
"XM_022484535.1",245,284,443,620,563,615,155,172,358,405,287
"XM_022484537.1",0,43,43,89,124,0,146,172,47,105,0
"XM_022484539.1",175,158,314,270,357,264,175,229,146,0,53
"XM_022484544.1",498,651,1063,678,734,889,348,317,532,466,318
"XM_022484560.1",53,126,111,141,161,129,120,212,46,154,83
"XM_022484563.1",0,30,69,74,89,74,27,64,72,85,26
"XM_022484575.1",143,312,412,223,156,342,0,51,80,56,52
"XM_022484595.1",80,169,143,148,170,162,217,429,188,137,117
"XM_022484597.1",22,106,71,63,102,87,68,146,65,169,107
"XM_022484621.1",85,175,153,103,154,137,153,231,155,163,136
"XM_022484633.1",0,0,24,27,57,49,23,106,27,37,0
"XM_022484634.1",36,41,131,126,49,100,30,140,60,70,78
"XM_022484657.1",52,56,82,73,89,71,65,84,67,74,66
"XM_022484659.1",0,79,64,82,90,106,85,84,88,107,31
"XM_022484669.1",0,64,39,0,0,0,0,215,44,69,38
"XM_022484670.1",0,0,0,85,0,40,0,0,40,47,42
"XM_022484673.1",0,34,0,0,37,26,58,57,0,62,0
"XM_022484674.1",141,287,319,292,455,287,323,649,345,438,270
"XM_022484675.1",555,570,945,779,685,888,606,614,879,854,0
"XM_022484726.1",0,21,21,16,23,0,0,11,11,20,0
"XM_022484734.1",144,227,241,205,202,302,186,245,309,280,206
"XM_022484758.1",0,37,90,43,121,0,39,194,37,114,0
"XM_022484763.1",0,11,24,0,11,11,0,37,14,11,0
"XM_022484767.1",0,137,120,129,166,137,108,180,156,186,99
"XM_022484768.1",124,31,192,99,127,128,111,198,89,116,137
"XM_022484771.1",185,315,303,293,548,344,396,870,283,405,247
"XM_022484775.1",0,58,107,48,117,117,134,202,116,131,51
"XM_022484777.1",0,133,153,113,189,197,179,391,148,178,141
"XM_022484787.1",0,39,0,0,95,0,138,293,38,113,39
"XM_022484792.1",4271,8667,9378,7920,9351,9803,9046,11274,10281,10303,7275
"XM_022484802.1",106,200,181,205,307,201,488,653,271,419,242
"XM_022484807.1",0,0,55,0,121,0,0,117,175,185,0
"XM_022484808.1",34,101,65,122,51,0,112,143,113,119,34
"XM_022484812.1",0,97,109,0,0,97,0,162,104,93,36
"XM_022484817.1",57,71,86,72,86,84,28,131,28,0,31
"XM_022484822.1",31,128,103,137,222,130,158,353,132,186,102
"XM_022484831.1",255,298,370,383,344,244,190,318,181,250,141
"XM_022484840.1",0,25,11,0,27,30,35,50,39,39,21
"XM_022484842.1",61,100,109,134,129,106,99,118,152,183,82
"XM_022484861.1",0,232,164,141,179,212,172,267,194,233,0
"XM_022484864.1",0,28,31,30,73,71,76,115,77,79,0
"XM_022484870.1",0,36,46,30,14,22,18,51,47,45,32
"XM_022484876.1",117,178,234,356,362,173,165,422,353,381,316
"XM_022484877.1",503,795,1012,1811,1686,910,2209,1707,2038,1878,1387
"XM_022484884.1",0,75,172,178,223,174,185,386,205,207,71
"XM_022484885.1",218,479,591,524,602,562,349,546,491,615,252
"XM_022484892.1",0,0,0,19,70,25,23,44,0,69,44
"XM_022484908.1",0,54,31,53,77,25,29,61,0,26,0
"XM_022484918.1",0,0,13,12,15,0,14,42,33,14,0
"XM_022484922.1",0,87,58,35,34,34,0,0,39,73,0
"XM_022484926.1",64,179,150,155,177,156,124,237,169,218,94
"XM_022484962.1",0,0,35,33,31,12,0,44,16,16,14
"XM_022484965.1",0,152,132,134,146,130,182,339,216,297,149
"XM_022484995.1",231,403,474,561,439,474,543,971,580,567,465
"XM_022484998.1",0,46,60,103,95,0,0,118,45,129,0
"XM_022485007.1",0,165,0,67,70,104,53,171,0,106,0
"XM_022485008.1",0,0,30,35,40,0,44,0,33,0,0
"XM_022485016.1",83,245,180,223,272,282,335,639,218,242,203
"XM_022485018.1",0,72,33,55,53,57,66,78,0,26,0
"XM_022485027.1",235,408,516,495,552,678,308,563,649,638,401
"XM_022485028.1",666,1076,1333,1136,1690,1265,1827,2411,1224,1429,1064
"XM_022485047.1",19,40,69,64,67,42,50,89,82,88,59
"XM_022485054.1",74,0,124,94,105,92,42,72,63,55,51
"XM_022485055.1",99,206,248,234,334,238,333,654,272,376,208
"XM_022485072.1",0,138,81,0,68,185,174,230,271,248,78
"XM_022485085.1",0,69,59,107,0,126,0,0,143,249,59
"XM_022485099.1",0,64,57,0,0,0,148,261,139,172,0
"XM_022485126.1",0,0,55,53,79,21,84,120,71,64,51
"XM_022485161.1",0,111,0,86,51,96,126,170,124,147,0
"XM_022485196.1",66,88,109,94,0,195,142,213,138,97,68
"XM_022485199.1",0,98,98,74,132,0,0,0,0,86,0
"XM_022485204.1",25,0,43,43,0,35,0,0,13,0,0
"XM_022485233.1",78,181,158,183,248,181,280,506,222,260,166
"XM_022485256.1",0,111,92,111,106,90,100,194,108,147,82
"XM_022485264.1",0,78,175,90,183,163,152,221,136,168,0
"XM_022485269.1",0,81,80,122,153,45,116,207,115,142,51
"XM_022485296.1",106,125,182,195,256,180,146,241,149,182,112
"XM_022485300.1",0,22,0,0,62,21,65,72,65,73,48
"XM_022485302.1",0,0,0,43,83,0,84,116,97,108,0
"XM_022485315.1",1133,2145,2814,2283,2299,2368,1678,2259,2891,2537,1805
"XM_022485330.1",35,94,84,94,118,83,121,214,92,147,77
"XM_022485333.1",0,162,131,62,75,76,61,163,0,154,0
"XM_022485339.1",0,101,100,42,89,78,73,133,58,89,47
"XM_022485345.1",33,90,98,99,188,105,154,429,130,206,124
"XM_022485346.1",0,119,0,64,174,0,194,304,147,229,0
"XM_022485361.1",888,2192,1834,1796,2222,2023,1719,2913,1225,1749,1305
"XM_022485373.1",688,1615,1389,1268,1710,1314,1252,2095,935,1370,1030
"XM_022485382.1",0,56,131,54,146,143,57,178,128,161,107
"XM_022485395.1",0,66,126,117,157,58,128,188,69,148,0
"XM_022485430.1",0,35,0,36,102,0,101,258,33,114,34
"XM_022485433.1",0,69,83,61,95,70,79,117,67,95,63
"XM_022485434.1",0,0,19,26,0,0,40,47,17,38,0
"XM_022485448.1",222,178,361,339,440,349,342,310,461,303,291
"XM_022485451.1",0,35,35,40,40,66,69,90,52,68,61
"XM_022485461.1",0,472,518,530,575,613,608,1062,633,784,429
"XM_022485473.1",0,16,27,18,36,15,30,34,30,41,0
"XM_022485487.1",0,143,134,148,179,173,0,0,140,189,159
